dataset_id,benchmark,threads,query,eligible_all_20_seeds_successful,median_winner,strict_monotone_1_gt_2_gt_3_gt_4,forward_sufficient_10pct,backward_essential_10pct,thc_regression_10pct,forward_regression_10pct,full_regression_10pct,all_treatments_regress_10pct,thc_approximates_full_when_backward_essential,case1_median,case2_median,case3_median,case4_median
tpcds_sf20_t64,TPCDS SF20,64,Q24,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.83,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q25,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.83,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q26,1,"tie:1,2",0,0,0,0,0,0,0,0,0.315,0.315,0.32,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q27,1,2,0,0,0,1,0,0,0,0,1.04,0.83,0.93,1.03
tpcds_sf20_t64,TPCDS SF20,64,Q28,1,1,0,0,0,0,0,0,0,0,0.83,0.835,0.84,0.84
tpcds_sf20_t64,TPCDS SF20,64,Q29,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.83,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q30,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.32,0.32,0.32,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q31,1,"tie:1,2",0,0,0,1,0,1,0,0,0.62,0.62,0.73,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q32,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf20_t64,TPCDS SF20,64,Q33,1,"tie:1,2",0,0,0,1,0,1,0,0,0.62,0.62,0.83,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q34,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.52,0.52,0.52,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q35,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q36,1,"tie:1,2",0,0,0,1,0,1,0,0,0.62,0.62,0.83,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q37,1,2,0,0,0,1,0,0,0,0,0.52,0.21,0.31,0.31
tpcds_sf20_t64,TPCDS SF20,64,Q38,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.52,0.52,0.52,0.625
tpcds_sf20_t64,TPCDS SF20,64,Q39,1,"tie:1,2",0,0,0,0,0,0,0,0,0.31,0.31,0.32,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q40,1,"tie:2,4",0,1,0,1,0,0,0,0,0.32,0.21,0.31,0.21
tpcds_sf20_t64,TPCDS SF20,64,Q41,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf20_t64,TPCDS SF20,64,Q42,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q43,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q44,1,"tie:1,2",0,0,0,0,0,0,0,0,8.39,8.39,8.395,8.4
tpcds_sf20_t64,TPCDS SF20,64,Q45,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q46,1,1,0,0,0,0,0,1,0,0,0.73,0.78,0.83,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q47,1,"tie:1,2",0,0,0,0,0,0,0,0,1.14,1.14,1.24,1.24
tpcds_sf20_t64,TPCDS SF20,64,Q48,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.83,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q49,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.93,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q50,1,2,0,0,0,1,0,1,0,0,0.62,0.52,0.62,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q51,1,1,0,0,0,0,0,0,0,0,1.24,1.245,1.3,1.355
tpcds_sf20_t64,TPCDS SF20,64,Q52,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q53,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q54,0,censored,0,0,0,0,0,0,0,0,,,,
tpcds_sf20_t64,TPCDS SF20,64,Q55,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q56,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.83,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q57,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q58,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.83,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q59,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q60,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.83,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q61,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.73,0.73,0.73,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q62,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.32,0.32,0.32,0.37
tpcds_sf20_t64,TPCDS SF20,64,Q63,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q64,1,2,0,0,0,1,0,1,0,0,1.195,1.14,1.295,1.34
tpcds_sf20_t64,TPCDS SF20,64,Q65,1,1,0,0,0,0,1,1,1,0,0.93,1.04,1.04,1.14
tpcds_sf20_t64,TPCDS SF20,64,Q66,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q67,1,1,0,0,0,0,0,0,0,0,2.31,2.39,2.4,2.51
tpcds_sf20_t64,TPCDS SF20,64,Q68,1,"tie:1,2",0,0,0,1,0,1,0,0,0.83,0.83,0.93,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q69,1,"tie:1,2",0,0,0,1,0,1,0,0,0.42,0.42,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q70,1,1,0,0,0,0,1,1,1,0,0.63,0.73,0.73,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q71,1,"tie:1,2",0,0,0,1,0,1,0,0,0.62,0.62,0.73,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q72,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.355,0.42,0.42,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q73,1,2,0,0,0,1,0,1,0,0,0.52,0.42,0.52,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q74,1,1,0,0,0,0,0,1,0,0,1.295,1.34,1.35,1.755
tpcds_sf20_t64,TPCDS SF20,64,Q75,1,"tie:1,2",0,0,0,1,0,1,0,0,1.04,1.04,1.24,1.24
tpcds_sf20_t64,TPCDS SF20,64,Q76,1,"tie:1,2",0,0,0,1,0,1,0,0,0.83,0.83,1.03,1.03
tpcds_sf20_t64,TPCDS SF20,64,Q77,1,"tie:1,2",0,0,0,1,0,1,0,0,0.73,0.73,0.93,0.93
tpcds_sf20_t64,TPCDS SF20,64,Q78,1,1,0,0,0,1,0,1,0,0,1.34,1.35,1.56,1.66
tpcds_sf20_t64,TPCDS SF20,64,Q79,1,"tie:1,2",0,0,0,1,0,1,0,0,0.62,0.62,0.83,0.83
tpcds_sf20_t64,TPCDS SF20,64,Q80,1,1,0,0,0,1,0,1,0,0,1.03,1.04,1.24,1.14
tpcds_sf20_t64,TPCDS SF20,64,Q81,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q82,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.58,0.32,0.32,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q83,1,"tie:1,2",0,0,0,0,0,0,0,0,0.31,0.31,0.32,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q84,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf20_t64,TPCDS SF20,64,Q85,1,1,0,0,0,1,1,1,1,0,0.42,0.47,0.52,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q86,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q87,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q88,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.52,0.52,0.52,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q89,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q90,1,"tie:1,2",0,0,0,1,0,1,0,0,0.21,0.21,0.31,0.31
tpcds_sf20_t64,TPCDS SF20,64,Q91,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf20_t64,TPCDS SF20,64,Q92,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.32,0.32,0.32,0.32
tpcds_sf20_t64,TPCDS SF20,64,Q93,1,2,0,0,0,1,0,0,0,0,0.62,0.52,0.62,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q94,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q95,1,4,0,0,1,1,0,0,0,0,0.84,0.84,1.25,0.52
tpcds_sf20_t64,TPCDS SF20,64,Q96,1,"tie:1,2",0,0,0,1,0,1,0,0,0.32,0.32,0.42,0.42
tpcds_sf20_t64,TPCDS SF20,64,Q97,1,"tie:1,2",0,0,0,1,0,1,0,0,0.63,0.63,0.73,0.73
tpcds_sf20_t64,TPCDS SF20,64,Q98,1,"tie:1,2",0,0,0,1,0,1,0,0,0.52,0.52,0.62,0.62
tpcds_sf20_t64,TPCDS SF20,64,Q99,1,"tie:1,2",0,0,0,0,0,1,0,0,0.31,0.31,0.32,0.42
tpcds_sf50_t64,TPCDS SF50,64,Q01,1,"tie:1,2,4",0,0,0,1,0,0,0,0,0.83,0.83,1.03,0.83
tpcds_sf50_t64,TPCDS SF50,64,Q02,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.83,0.83,0.83,0.83
tpcds_sf50_t64,TPCDS SF50,64,Q03,1,"tie:1,2",0,0,0,0,0,0,0,0,1.03,1.03,1.035,1.04
tpcds_sf50_t64,TPCDS SF50,64,Q04,1,1,0,0,0,0,1,1,1,0,4.44,7.27,7.015,7.685
tpcds_sf50_t64,TPCDS SF50,64,Q05,1,1,0,0,0,0,0,0,0,0,2.16,2.17,2.17,2.17
tpcds_sf50_t64,TPCDS SF50,64,Q06,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.93,0.93,0.93,0.93
tpcds_sf50_t64,TPCDS SF50,64,Q07,1,"tie:2,3",0,0,0,0,0,0,0,0,1.96,1.91,1.91,1.96
tpcds_sf50_t64,TPCDS SF50,64,Q08,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.65,1.65,1.65,1.65
tpcds_sf50_t64,TPCDS SF50,64,Q09,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.46,1.46,1.46,1.46
tpcds_sf50_t64,TPCDS SF50,64,Q10,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.93,0.93,0.93,0.93
tpcds_sf50_t64,TPCDS SF50,64,Q11,1,1,0,0,0,0,1,1,1,0,3.46,3.93,3.925,5.415
tpcds_sf50_t64,TPCDS SF50,64,Q12,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q13,1,"tie:1,2,3",0,0,0,0,0,1,0,0,2.17,2.17,2.17,2.58
tpcds_sf50_t64,TPCDS SF50,64,Q14,1,1,0,0,0,0,1,1,1,0,4.95,6.68,6.76,7.69
tpcds_sf50_t64,TPCDS SF50,64,Q15,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.31,0.31,0.31,0.31
tpcds_sf50_t64,TPCDS SF50,64,Q16,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf50_t64,TPCDS SF50,64,Q17,1,"tie:2,3",0,1,0,0,0,0,0,0,2.015,1.45,1.45,1.505
tpcds_sf50_t64,TPCDS SF50,64,Q18,1,"tie:2,3",0,0,0,0,0,0,0,0,0.73,0.62,0.62,0.67
tpcds_sf50_t64,TPCDS SF50,64,Q19,1,1,0,0,0,0,0,0,0,0,1.445,1.45,1.45,1.45
tpcds_sf50_t64,TPCDS SF50,64,Q20,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.31,0.31,0.31,0.31
tpcds_sf50_t64,TPCDS SF50,64,Q21,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf50_t64,TPCDS SF50,64,Q22,1,1,0,0,0,0,0,0,0,0,1.26,1.36,1.36,1.36
tpcds_sf50_t64,TPCDS SF50,64,Q23,1,1,0,0,0,0,0,1,0,0,3.78,3.83,3.825,4.19
tpcds_sf50_t64,TPCDS SF50,64,Q24,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.76,1.76,1.76,1.96
tpcds_sf50_t64,TPCDS SF50,64,Q25,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.75,1.75,1.75,1.75
tpcds_sf50_t64,TPCDS SF50,64,Q26,1,2,0,0,0,1,0,0,0,0,0.52,0.47,0.52,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q27,1,"tie:2,3,4",0,0,0,0,0,0,0,0,2.17,2.06,2.06,2.06
tpcds_sf50_t64,TPCDS SF50,64,Q28,1,"tie:1,3",0,0,0,0,0,0,0,0,1.99,2,1.99,1.995
tpcds_sf50_t64,TPCDS SF50,64,Q29,1,"tie:1,2",0,0,0,0,0,0,0,0,1.7,1.7,1.755,1.75
tpcds_sf50_t64,TPCDS SF50,64,Q30,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.47,0.47,0.47,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q31,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.55,1.55,1.55,1.75
tpcds_sf50_t64,TPCDS SF50,64,Q32,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf50_t64,TPCDS SF50,64,Q33,1,"tie:1,2",0,0,0,0,0,0,0,0,1.75,1.75,1.755,1.76
tpcds_sf50_t64,TPCDS SF50,64,Q34,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.03,1.03,1.03,1.14
tpcds_sf50_t64,TPCDS SF50,64,Q35,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.24,1.24,1.24,1.24
tpcds_sf50_t64,TPCDS SF50,64,Q36,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.55,1.55,1.55,1.75
tpcds_sf50_t64,TPCDS SF50,64,Q37,1,"tie:2,3,4",0,1,0,0,0,0,0,0,1.26,0.31,0.31,0.31
tpcds_sf50_t64,TPCDS SF50,64,Q38,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.14,1.14,1.14,1.45
tpcds_sf50_t64,TPCDS SF50,64,Q39,1,2,0,0,0,0,0,1,0,0,0.32,0.31,0.315,0.42
tpcds_sf50_t64,TPCDS SF50,64,Q40,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.42,0.32,0.32,0.32
tpcds_sf50_t64,TPCDS SF50,64,Q41,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.21,0.21,0.21,0.21
tpcds_sf50_t64,TPCDS SF50,64,Q42,1,1,0,0,0,0,0,0,0,0,1.03,1.04,1.04,1.04
tpcds_sf50_t64,TPCDS SF50,64,Q43,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1.14,1.14,1.14,1.24
tpcds_sf50_t64,TPCDS SF50,64,Q44,1,4,0,0,0,0,0,0,0,0,38.95,38.75,38.805,38.64
tpcds_sf50_t64,TPCDS SF50,64,Q45,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.73,0.73,0.73,0.83
tpcds_sf50_t64,TPCDS SF50,64,Q46,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.65,1.65,1.65,1.65
tpcds_sf50_t64,TPCDS SF50,64,Q47,1,"tie:1,2,3",0,0,0,0,0,0,0,0,2.27,2.27,2.27,2.275
tpcds_sf50_t64,TPCDS SF50,64,Q48,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.65,1.65,1.65,1.96
tpcds_sf50_t64,TPCDS SF50,64,Q49,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.96,1.96,1.96,1.96
tpcds_sf50_t64,TPCDS SF50,64,Q50,1,"tie:2,3",0,0,0,0,0,1,0,0,1.35,1.34,1.34,1.55
tpcds_sf50_t64,TPCDS SF50,64,Q51,1,1,0,0,0,0,0,0,0,0,2.71,2.805,2.8,2.91
tpcds_sf50_t64,TPCDS SF50,64,Q52,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1.03,1.03,1.03,1.035
tpcds_sf50_t64,TPCDS SF50,64,Q53,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1.24,1.24,1.24,1.34
tpcds_sf50_t64,TPCDS SF50,64,Q54,0,censored,0,0,0,0,0,0,0,0,,,,
tpcds_sf50_t64,TPCDS SF50,64,Q55,1,"tie:1,3",0,0,0,0,0,0,0,0,1.03,1.04,1.03,1.04
tpcds_sf50_t64,TPCDS SF50,64,Q56,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.75,1.75,1.75,1.75
tpcds_sf50_t64,TPCDS SF50,64,Q57,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.73,0.73,0.73,0.83
tpcds_sf50_t64,TPCDS SF50,64,Q58,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.86,1.86,1.86,1.86
tpcds_sf50_t64,TPCDS SF50,64,Q59,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.24,1.24,1.24,1.24
tpcds_sf50_t64,TPCDS SF50,64,Q60,1,"tie:2,3",0,0,0,0,0,0,0,0,1.86,1.75,1.75,1.76
tpcds_sf50_t64,TPCDS SF50,64,Q61,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.55,1.55,1.55,1.55
tpcds_sf50_t64,TPCDS SF50,64,Q62,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q63,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1.24,1.24,1.24,1.34
tpcds_sf50_t64,TPCDS SF50,64,Q64,1,"tie:2,3",0,0,0,0,0,0,0,0,2.79,2.68,2.68,2.78
tpcds_sf50_t64,TPCDS SF50,64,Q65,1,4,0,0,0,0,0,0,0,0,2.9,3.11,3.11,2.89
tpcds_sf50_t64,TPCDS SF50,64,Q66,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.93,0.93,0.93,1.03
tpcds_sf50_t64,TPCDS SF50,64,Q67,1,1,0,0,0,0,0,0,0,0,6.345,6.405,6.405,6.47
tpcds_sf50_t64,TPCDS SF50,64,Q68,1,3,0,0,0,0,0,0,0,0,2.06,2.06,1.96,2.06
tpcds_sf50_t64,TPCDS SF50,64,Q69,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.93,0.93,0.93,0.93
tpcds_sf50_t64,TPCDS SF50,64,Q70,1,1,0,0,0,0,1,1,1,0,1.35,1.56,1.56,1.66
tpcds_sf50_t64,TPCDS SF50,64,Q71,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.45,1.45,1.45,1.45
tpcds_sf50_t64,TPCDS SF50,64,Q72,1,"tie:2,3,4",0,1,0,0,0,0,0,0,3.905,0.73,0.73,0.73
tpcds_sf50_t64,TPCDS SF50,64,Q73,1,1,0,0,0,0,0,0,0,0,1.03,1.04,1.04,1.04
tpcds_sf50_t64,TPCDS SF50,64,Q74,1,1,0,0,0,0,1,1,1,0,2.48,2.745,2.805,3.82
tpcds_sf50_t64,TPCDS SF50,64,Q75,1,1,0,0,0,0,0,0,0,0,2.47,2.48,2.48,2.58
tpcds_sf50_t64,TPCDS SF50,64,Q76,1,1,0,0,0,0,0,0,0,0,2.16,2.17,2.17,2.27
tpcds_sf50_t64,TPCDS SF50,64,Q77,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,2.06,2.06,2.06,2.06
tpcds_sf50_t64,TPCDS SF50,64,Q78,1,"tie:1,2",0,0,0,0,0,1,0,0,3.23,3.23,3.24,3.64
tpcds_sf50_t64,TPCDS SF50,64,Q79,1,"tie:1,2,3",0,0,0,0,0,0,0,0,1.65,1.65,1.65,1.75
tpcds_sf50_t64,TPCDS SF50,64,Q80,1,4,0,0,0,0,0,0,0,0,2.475,2.48,2.48,2.37
tpcds_sf50_t64,TPCDS SF50,64,Q81,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q82,1,4,1,0,1,0,0,0,0,0,1.415,0.52,0.47,0.42
tpcds_sf50_t64,TPCDS SF50,64,Q83,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf50_t64,TPCDS SF50,64,Q84,1,"tie:2,3,4",0,1,0,0,0,0,0,0,0.37,0.32,0.32,0.32
tpcds_sf50_t64,TPCDS SF50,64,Q85,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.83,0.83,0.83,0.83
tpcds_sf50_t64,TPCDS SF50,64,Q86,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q87,1,"tie:1,2,3",0,0,0,0,0,1,0,0,1.24,1.24,1.24,1.55
tpcds_sf50_t64,TPCDS SF50,64,Q88,1,"tie:2,3",0,0,0,0,0,0,0,0,1.15,0.94,0.94,1.04
tpcds_sf50_t64,TPCDS SF50,64,Q89,1,"tie:2,3",0,0,0,0,0,0,0,0,1.29,1.24,1.24,1.34
tpcds_sf50_t64,TPCDS SF50,64,Q90,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q91,1,4,0,0,1,0,0,0,0,0,0.31,0.31,0.31,0.21
tpcds_sf50_t64,TPCDS SF50,64,Q92,1,"tie:2,3,4",0,0,0,0,0,0,0,0,0.53,0.52,0.52,0.52
tpcds_sf50_t64,TPCDS SF50,64,Q93,1,"tie:2,3,4",0,0,0,0,0,0,0,0,1.35,1.34,1.34,1.34
tpcds_sf50_t64,TPCDS SF50,64,Q94,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.73,0.73,0.73,0.73
tpcds_sf50_t64,TPCDS SF50,64,Q95,1,4,0,0,1,1,0,0,0,0,2.09,2.09,2.935,0.94
tpcds_sf50_t64,TPCDS SF50,64,Q96,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.73,0.73,0.73,0.73
tpcds_sf50_t64,TPCDS SF50,64,Q97,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.45,1.45,1.45,1.45
tpcds_sf50_t64,TPCDS SF50,64,Q98,1,3,0,0,0,0,0,0,0,0,1.14,1.14,1.04,1.14
tpcds_sf50_t64,TPCDS SF50,64,Q99,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.42,0.42,0.42,0.63
tpcds_sf100_t64,TPCDS SF100,64,Q01,1,"tie:1,2",0,0,0,1,0,0,0,0,1.03,1.03,1.14,1.04
tpcds_sf100_t64,TPCDS SF100,64,Q02,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.55,1.55,1.55,1.55
tpcds_sf100_t64,TPCDS SF100,64,Q03,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.86,1.86,1.86,1.86
tpcds_sf100_t64,TPCDS SF100,64,Q04,1,1,0,0,0,0,1,1,1,0,7.09,13.355,14.095,14.13
tpcds_sf100_t64,TPCDS SF100,64,Q05,1,"tie:1,2,4",0,0,0,0,0,0,0,0,4.22,4.22,4.33,4.22
tpcds_sf100_t64,TPCDS SF100,64,Q06,1,"tie:1,2",0,0,0,1,0,0,0,0,1.55,1.55,2.49,1.56
tpcds_sf100_t64,TPCDS SF100,64,Q07,1,"tie:1,2,3",0,0,0,0,0,0,0,0,3.6,3.6,3.6,3.71
tpcds_sf100_t64,TPCDS SF100,64,Q08,1,4,0,0,0,0,0,0,0,0,2.57,2.57,2.57,2.47
tpcds_sf100_t64,TPCDS SF100,64,Q09,1,"tie:1,2",0,0,0,0,0,0,0,0,2.71,2.71,2.72,2.72
tpcds_sf100_t64,TPCDS SF100,64,Q10,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,1.55,1.55,1.55,1.55
tpcds_sf100_t64,TPCDS SF100,64,Q11,1,1,0,0,0,0,1,1,1,0,5.275,6.15,6.39,9.855
tpcds_sf100_t64,TPCDS SF100,64,Q12,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.93,0.93,0.93,0.93
tpcds_sf100_t64,TPCDS SF100,64,Q13,1,"tie:1,2,3",0,0,0,0,0,1,0,0,4.12,4.12,4.12,4.84
tpcds_sf100_t64,TPCDS SF100,64,Q14,1,1,0,0,0,0,1,1,1,0,11.03,14.435,14.51,15.98
tpcds_sf100_t64,TPCDS SF100,64,Q15,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.42,0.42,0.42,0.42
tpcds_sf100_t64,TPCDS SF100,64,Q16,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,0.52,0.52,0.52,0.52
tpcds_sf100_t64,TPCDS SF100,64,Q17,1,"tie:2,3",0,1,0,0,0,0,0,0,3.925,2.68,2.68,2.79
tpcds_sf100_t64,TPCDS SF100,64,Q18,1,2,0,0,0,0,0,0,0,0,1.08,1.035,1.04,1.04
tpcds_sf100_t64,TPCDS SF100,64,Q19,1,"tie:1,2,3,4",0,0,0,0,0,0,0,0,2.58,2.58,2.58,2.58
tpcds_sf100_t64,TPCDS SF100,64,Q20,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.31,0.31,0.31,0.42
tpcds_sf100_t64,TPCDS SF100,64,Q21,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.32,0.32,0.32,0.42
tpcds_sf100_t64,TPCDS SF100,64,Q22,1,2,0,0,0,0,0,0,0,0,7.24,7.23,7.255,7.26
tpcds_sf100_t64,TPCDS SF100,64,Q23,1,1,0,0,0,1,0,0,0,0,6.515,6.67,7.7,6.94
tpcds_sf100_t64,TPCDS SF100,64,Q24,1,3,0,0,0,0,0,0,0,0,3.36,3.3,3.2,3.565
tpcds_sf100_t64,TPCDS SF100,64,Q25,1,"tie:2,3,4",0,0,0,0,0,0,0,0,3.355,3.19,3.19,3.19
tpcds_sf100_t64,TPCDS SF100,64,Q26,1,"tie:1,2,3",0,0,0,0,0,1,0,0,0.73,0.73,0.73,0.83
